id,chapbook,page,IIIF_link,title,date,publisher,publication_place
grabado_v_287_1,Varios_287,Varios_287_1.jpg,"https://iiif.unige.ch/iiif/2/varios/Varios_287_1.jpg/464,227,683,901/full/0/default.jpg",Oracion de la virgen del carmen,[s.a.],El Abanico,Barcelona
grabado_m_254_1,Moreno_254,Moreno_254_1.jpg,"https://iiif.unige.ch/iiif/2/fedora_ug8110258/528,278,651,730/full/0/default.jpg",Colección de canciones modernas,[s.a.],José María Moreno,Carmona (Sevilla)
grabado_v_320_3,Varios_320,Varios_320_4.jpg,"https://iiif.unige.ch/iiif/2/varios/Varios_320_4.jpg/739,202,533,671/full/0/default.jpg",Chiste nou y divertit.,[s.a.],[s.n.],[s.l.]
grabado_m_211_1,Moreno_211,Moreno_211_1.jpg,"https://iiif.unige.ch/iiif/2/fedora_ug8103314/494,318,1020,1385/full/0/default.jpg",Testamento y subida a los cielos de María Santísima,1856,José María Moreno,Carmona (Sevilla)
grabado_m_237_2,Moreno_237,Moreno_237_1.jpg,"https://iiif.unige.ch/iiif/2/fedora_ug8106316/611,273,471,710/full/0/default.jpg",El rey Basilio de Dinamarca,[s.a.],José María Moreno,Carmona (Sevilla)
grabado_m_272_2,Moreno_272,Moreno_272_1.jpg,"https://iiif.unige.ch/iiif/2/fedora_ug8104088/903,285,397,745/full/0/default.jpg",El príncipe de los montes,1859,José María Moreno,Carmona (Sevilla)
grabado_v_365_1,Varios_365,Varios_365_1.jpg,"https://iiif.unige.ch/iiif/2/varios/Varios_365_1.jpg/305,425,1218,445/full/0/default.jpg",La gran loteria,[s.a.],Sucesores de Hernando,Madrid
grabado_m_029_2,Moreno_029,Moreno_029_1.jpg,"https://iiif.unige.ch/iiif/2/fedora_ug8104121/917,354,376,683/full/0/default.jpg","Pasillo del Cid Campeador, Don Rodrigo Díaz de Vivar",1853 [?],José María Moreno,Carmona (Sevilla)
grabado_v_320_1,Varios_320,Varios_320_1.jpg,"https://iiif.unige.ch/iiif/2/varios/Varios_320_1.jpg/492,339,812,880/full/0/default.jpg",Chiste nou y divertit,[s.a.],[s.n.],[s.l.]
grabado_b_063_5,BCN_063,BCN_063_5.jpg,"https://iiif.unige.ch/iiif/2/varios/BCN_063_5.jpg/645,265,555,670/full/0/default.jpg","Nueva relacion y curioso romance, donde se refiere un prodigioso milagro que ha obrado la Virgen Santísima del Carmen",[s.a.],Herederos de la Viuda Pla,Barcelona
grabado_v_099_1,Varios_099,Varios_099_1.jpg,"https://iiif.unige.ch/iiif/2/varios/Varios_099_1.jpg/482,192,902,1129/full/0/default.jpg",Bonito y chistoso tango,[s.a.],Alsina y Clós,Barcelona
grabado_v_448_1,Varios_448,Varios_448_1.jpg,"https://iiif.unige.ch/iiif/2/varios/Varios_448_1.jpg/150,136,790,605/full/0/default.jpg",Historia de la célebre reina de España Doña Juana llamada vulgarmente La Loca,[s.a.],Sucesores de Hernando,Madrid
grabado_m_328_2,Moreno_328,Moreno_328_1.jpg,"https://iiif.unige.ch/iiif/2/fedora_ug8108418/591,524,453,952/full/0/default.jpg",El matón de Andalucía,1860,José María Moreno,Carmona (Sevilla)
grabado_v_064_1,Varios_064,Varios_064_1.jpg,"https://iiif.unige.ch/iiif/2/varios/Varios_064_1.jpg/33,131,796,1166/full/0/default.jpg",La cansó del pobre,[s.a.],[s.n.],Barcelona
grabado_m_155_3,Moreno_155,Moreno_155_1.jpg,"https://iiif.unige.ch/iiif/2/fedora_ug8104476/1200,343,381,841/full/0/default.jpg",Sátira graciosa en que se avisa a todos los hombres los motivo que hay para no casarse,[s.a.],José María Moreno,Carmona (Sevilla)
grabado_v_021_1,Varios_021,Varios_021_1.jpg,"https://iiif.unige.ch/iiif/2/varios/Varios_021_1.jpg/175,219,577,856/full/0/default.jpg",Coplas novas humorísticas y epigramáticas,[s.a.],El Abanico,Barcelona
grabado_v_436_7,Varios_437,Varios_436_17.jpg,"https://iiif.unige.ch/iiif/2/varios/Varios_436_17.jpg/277,495,1038,1027/full/0/default.jpg",Historia de Robinson,[s.a.],Hernando,Madrid
grabado_m_091_2,Moreno_091,Moreno_091_1.jpg,"https://iiif.unige.ch/iiif/2/fedora_ug8106525/316,167,211,354/full/0/default.jpg","Coplas nuevas, para cantar los aficionados",[s.a.],José María Moreno,Carmona (Sevilla)
grabado_b_058_3,BCN_058,BCN_058_1.jpg,"https://iiif.unige.ch/iiif/2/varios/BCN_058_1.jpg/809,84,390,650/full/0/default.jpg",Col-loqui de quatre aprenents,[s.a.],Herederos de la Viuda Pla,Barcelona
grabado_v_398_1,Varios_398,Varios_398_1.jpg,"https://iiif.unige.ch/iiif/2/varios/Varios_398_1.jpg/1137,308,464,759/full/0/default.jpg",Carta en trovos,[s.a.],José María Marés,Madrid
grabado_m_256_1,Moreno_256,Moreno_256_1.jpg,"https://iiif.unige.ch/iiif/2/fedora_ug8107666/414,237,949,1317/full/0/default.jpg",Famoso romance del gigante cananeo san Cristóbal,1865,José María Moreno,Carmona (Sevilla)
grabado_m_213_1,Moreno_213,Moreno_213_1.jpg,"https://iiif.unige.ch/iiif/2/fedora_ug8104362/223,301,1104,1078/full/0/default.jpg",Romance nuevo del chasco que le dio una vieja a un mancebo,1860,José María Moreno,Carmona (Sevilla)
grabado_v_179_1,Varios_179,Varios_179_1.jpg,"https://iiif.unige.ch/iiif/2/varios/Varios_179_1.jpg/96,201,1507,949/full/0/default.jpg",Lo tot sans en Barcelona,[s.a.],T. Gaspar,Barcelona
grabado_m_270_2,Moreno_270,Moreno_270_1.jpg,"https://iiif.unige.ch/iiif/2/fedora_ug8108976/915,401,438,683/full/0/default.jpg",Nueva relación contra los hombres para mujer,1859,José María Moreno,Carmona (Sevilla)
grabado_v_285_1,Varios_285,Varios_285_1.jpg,"https://iiif.unige.ch/iiif/2/varios/Varios_285_1.jpg/58,371,1416,1039/full/0/default.jpg",Rosaura la de Trujillo,[s.a.],Imprenta Universal,Madrid
grabado_m_112_1,Moreno_112,Moreno_112_1.jpg,"https://iiif.unige.ch/iiif/2/fedora_ug8106190/293,370,1390,1085/full/0/default.jpg",Relación histórica de santa Genoveva sacada de la verídica historia de la misma Santa,1859,José María Moreno,Carmona (Sevilla)
grabado_m_134_2,Moreno_134,Moreno_134_1.jpg,"https://iiif.unige.ch/iiif/2/fedora_ug8104033/185,146,590,929/full/0/default.jpg",Rosaura la de Trujillo,1855,José María Moreno,Carmona (Sevilla)
grabado_v_278_1,Varios_278,Varios_278_1.jpg,"https://iiif.unige.ch/iiif/2/varios/Varios_278_1.jpg/990,166,429,860/full/0/default.jpg",Canciones de los comediantes de Antaño,[s.a.],Juan Grau,Reus
grabado_m_171_2,Moreno_171,Moreno_171_3.jpg,"https://iiif.unige.ch/iiif/2/fedora_ug8107541/631,276,479,861/full/0/default.jpg",Carta amorosa que escribe un soldado,1855,José María Moreno,Carmona (Sevilla)
grabado_b_039_2,BCN_039,BCN_039_1.jpg,"https://iiif.unige.ch/iiif/2/varios/BCN_039_1.jpg/636,158,430,700/full/0/default.jpg","Nuevo romance, en que se declara una prision que ha hecho la santa inquisicion en esta corte de Madrid",[s.a.],Herederos de la Viuda Pla,Barcelona
grabado_v_184_1,Varios_184,Varios_184_1.jpg,"https://iiif.unige.ch/iiif/2/varios/Varios_184_1.jpg/280,157,1437,988/full/0/default.jpg",Resposta a la cansó capsanas y viseras,[s.a.],Sánchez,Barcelona
grabado_v_263_2,Varios_263,Varios_263_1.jpg,"https://iiif.unige.ch/iiif/2/varios/Varios_263_1.jpg/360,446,905,800/full/0/default.jpg",Las tres canciones,[s.a.],Llorens,Barcelona
grabado_v_200_1,Varios_200,Varios_200_1.jpg,"https://iiif.unige.ch/iiif/2/varios/Varios_200_1.jpg/459,260,865,1268/full/0/default.jpg",Triste historia de dos enamorados,[s.a.],Manuel García,Barcelona
grabado_c_007_3,Carmona_007,Carmona_007_4.jpg,"https://iiif.unige.ch/iiif/2/varios/Carmona_007_4.jpg/628,1358,434,559/full/0/default.jpg",Pasillo del Tio Camacho y el Tio Mateo,1863,José María Marés,Madrid
grabado_v_245_1,Varios_245,Varios_245_1.jpg,"https://iiif.unige.ch/iiif/2/varios/Varios_245_1.jpg/184,1025,1138,944/full/0/default.jpg",Saynete en vers titulat Divorsi den Saldoni y la Margarida,[s.a.],El Abanico,Barcelona
grabado_m_109_2,Moreno_109,Moreno_109_1.jpg,"https://iiif.unige.ch/iiif/2/fedora_ug8104321/1133,338,423,828/full/0/default.jpg",Sátira graciosa en que se declara el litigio que tienen entre suegra y nuera,1853,José María Moreno,Carmona (Sevilla)
grabado_m_331_3,Moreno_331,Moreno_331_1.jpg,"https://iiif.unige.ch/iiif/2/fedora_ug8105478/1064,330,453,744/full/0/default.jpg",Relación en contra de las mugeres,1861,José María Moreno,Carmona (Sevilla)
grabado_b_004_2,BCN_004,BCN_004_1.jpg,"https://iiif.unige.ch/iiif/2/varios/BCN_004_1.jpg/333,183,500,700/full/0/default.jpg",Blas de leon,[s.a.],Herederos de Juan Jolis,Barcelona
grabado_m_296_1,Moreno_296,Moreno_296_1.jpg,"https://iiif.unige.ch/iiif/2/fedora_ug8105763/613,284,600,970/full/0/default.jpg",Relación andaluza titulada Los lunares a mi niña,1857,José María Moreno,Carmona (Sevilla)
grabado_b_022_1,BCN_022,BCN_022_1.jpg,"https://iiif.unige.ch/iiif/2/varios/BCN_022_1.jpg/211,298,450,650/full/0/default.jpg",Folias para cantar a las damas,[s.a.],Herederos de Juan Jolis,Barcelona
grabado_v_101_1,Varios_101,Varios_101_1.jpg,"https://iiif.unige.ch/iiif/2/varios/Varios_101_1.jpg/314,266,506,1148/full/0/default.jpg",Trobos nuevos,[s.a.],Juan Llorens,Barcelona
grabado_m_208_2,Moreno_208,Moreno_208_1.jpg,"https://iiif.unige.ch/iiif/2/fedora_ug8107740/831,413,483,719/full/0/default.jpg",Décimas nuevas. Disputa entre un moro y un cristiano sobre los mandamientos de la ley de Dios,1856,José María Moreno,Carmona (Sevilla)
grabado_v_144_1,Varios_144,Varios_144_1.jpg,"https://iiif.unige.ch/iiif/2/varios/Varios_144_1.jpg/207,201,1159,725/full/0/default.jpg",La confesion de una niña,1854,José María Marés,Madrid
grabado_m_350_2,Moreno_350,Moreno_350_1.jpg,"https://iiif.unige.ch/iiif/2/fedora_ug8107715/742,313,711,634/full/0/default.jpg",La zurra. 1560 zapatazos a Culo-pelado,[s.a.],José María Moreno,Carmona (Sevilla)
grabado_v_059_1,Varios_059,Varios_059_1.jpg,"https://iiif.unige.ch/iiif/2/varios/Varios_059_1.jpg/51,131,1643,1228/full/0/default.jpg",Testament y enterro de una pussa,[s.a.],La Fleca,Reus
grabado_m_315_2,Moreno_315,Moreno_315_1.jpg,"https://iiif.unige.ch/iiif/2/fedora_ug8104827/1022,437,418,675/full/0/default.jpg",Décimas nuevas,1857,José María Moreno,Carmona (Sevilla)
grabado_m_333_1,Moreno_333,Moreno_333_1.jpg,"https://iiif.unige.ch/iiif/2/fedora_ug8109183/365,319,893,564/full/0/default.jpg",Relación nueva del cuerno del caracol,1861,José María Moreno,Carmona (Sevilla)
grabado_c_005_1,Carmona_005,Carmona_005_1.jpg,"https://iiif.unige.ch/iiif/2/varios/Carmona_005_1.jpg/317,112,1138,739/full/0/default.jpg",La confesión de una niña,1856,José María Marés,Madrid
grabado_v_383_2,Varios_383,Varios_383_2.jpg,"https://iiif.unige.ch/iiif/2/varios/Varios_383_2.jpg/391,105,1002,783/full/0/default.jpg",La insurrección en Cuba,[s.a.],El Abanico,Barcelona
grabado_v_358_1,Varios_358,Varios_358_1.jpg,"https://iiif.unige.ch/iiif/2/varios/Varios_358_1.jpg/128,318,989,910/full/0/default.jpg",Relacion de los varios sucesos de Don Manuel de Contreras y Doña Teresa de Rivera,[s.a.],Sucesores de Hernando,Madrid
grabado_v_146_3,Varios_146,Varios_146_3.jpg,"https://iiif.unige.ch/iiif/2/varios/Varios_146_3.jpg/140,82,1503,1089/full/0/default.jpg",Las tres canciones,[s.a.],Llorens,Barcelona
grabado_m_032_1,Moreno_032,Moreno_032_1.jpg,"https://iiif.unige.ch/iiif/2/fedora_ug8109843/148,174,1360,1090/full/0/default.jpg",Romance nuevo. El hallazgo del cadáver,[s.a.],José María Moreno,Carmona (Sevilla)
grabado_v_103_3,Varios_103,Varios_103_1.jpg,"https://iiif.unige.ch/iiif/2/varios/Varios_103_1.jpg/1344,364,581,1049/full/0/default.jpg",Doctor Don Tixeras,1886,Tipografía española,Barcelona
grabado_m_077_1,Moreno_077,Moreno_077_1.jpg,"https://iiif.unige.ch/iiif/2/fedora_ug8110093/50,350,1050,891/full/0/default.jpg",Doña Teresa en la cueva,[s.a.],José María Moreno,Carmona (Sevilla)
grabado_v_430_1,Varios_430,Varios_430_1.jpg,"https://iiif.unige.ch/iiif/2/varios/Varios_430_1.jpg/299,83,1003,1229/full/0/default.jpg",Historia de Cristóbal Colón ó el descubrimiento de América,[s.a.],[s.n.],Madrid
grabado_v_180_4,Varios_180,Varios_180_1.jpg,"https://iiif.unige.ch/iiif/2/varios/Varios_180_1.jpg/331,258,778,1127/full/0/default.jpg",La lluna en un cova,1877,Narciso Ramírez y Compañía,Barcelona
grabado_v_146_2,Varios_146,Varios_146_1.jpg,"https://iiif.unige.ch/iiif/2/varios/Varios_146_1.jpg/701,517,884,812/full/0/default.jpg",Las tres canciones,[s.a.],Llorens,Barcelona
grabado_v_103_2,Varios_103,Varios_103_1.jpg,"https://iiif.unige.ch/iiif/2/varios/Varios_103_1.jpg/904,530,443,903/full/0/default.jpg",Doctor Don Tixeras,1886,Tipografía española,Barcelona
grabado_v_125_1,Varios_125,Varios_125_1.jpg,"https://iiif.unige.ch/iiif/2/varios/Varios_125_1.jpg/162,298,1387,1215/full/0/default.jpg",El mozo soltero,1847,Juan Bautista Vidal,Reus
grabado_m_269_2,Moreno_269,Moreno_269_1.jpg,"https://iiif.unige.ch/iiif/2/fedora_ug8110080/905,494,334,558/full/0/default.jpg",Relación de Quintana,1859,José María Moreno,Carmona (Sevilla)
grabado_v_160_1,Varios_160,Varios_160_1.jpg,"https://iiif.unige.ch/iiif/2/varios/Varios_160_1.jpg/552,222,630,941/full/0/default.jpg",Nuevo y curioso papel,[s.a.],E. Pamies,Tarragona
grabado_m_294_2,Moreno_294,Moreno_294_1.jpg,"https://iiif.unige.ch/iiif/2/fedora_ug8106730/887,282,675,830/full/0/default.jpg",Romance del valiente Santa Cruz,1861,José María Moreno,Carmona (Sevilla)
grabado_b_006_1,BCN_006,BCN_006_1.jpg,"https://iiif.unige.ch/iiif/2/varios/BCN_006_1.jpg/173,464,380,250/full/0/default.jpg",Coplas al sagrado nacimiento,[s.a.],Juan Jolis,Barcelona
grabado_b_043_1,BCN_043,BCN_043_1.jpg,"https://iiif.unige.ch/iiif/2/varios/BCN_043_1.jpg/422,101,450,610/full/0/default.jpg",Jácara nueva en que se refiere un lastimoso caso,[s.a.],Herederos de la Viuda Pla,Barcelona
grabado_v_383_3,Varios_383,Varios_383_4.jpg,"https://iiif.unige.ch/iiif/2/varios/Varios_383_4.jpg/316,267,714,884/full/0/default.jpg",La insurrección en Cuba,[s.a.],El Abanico,Barcelona
grabado_v_247_2,Varios_247,Varios_247_1.jpg,"https://iiif.unige.ch/iiif/2/varios/Varios_247_1.jpg/87,359,809,1207/full/0/default.jpg",El sepulcro,[s.a.],Luis Raynaud,Barcelona
grabado_v_202_2,Varios_202,Varios_202_1.jpg,"https://iiif.unige.ch/iiif/2/varios/Varios_202_1.jpg/882,192,826,1205/full/0/default.jpg",Juguet en català,[s.a.],Juan Grau,Reus
grabado_m_168_2,Moreno_168,Moreno_168_1.jpg,"https://iiif.unige.ch/iiif/2/fedora_ug8110065/884,337,449,700/full/0/default.jpg",La princesa Ismenia,[s.a.],José María Moreno,Carmona (Sevilla)
grabado_v_224_1,Varios_224,Varios_224_1.jpg,"https://iiif.unige.ch/iiif/2/varios/Varios_224_1.jpg/277,473,409,772/full/0/default.jpg",Coplas de la jóta por los nombres de muger,1847,Juan Bautista Vidal,Reus
grabado_v_432_2,Varios_432,Varios_432_12.jpg,"https://iiif.unige.ch/iiif/2/varios/Varios_432_12.jpg/169,504,1148,916/full/0/default.jpg","Historia de los amores de Matilde y Malek-Adhel, ó memorias sacadas de la historia de las Cruzadas",[s.a.],José María Marés,Madrid
grabado_v_451_1,Varios_451,Varios_451_1.jpg,"https://iiif.unige.ch/iiif/2/varios/Varios_451_1.jpg/144,147,821,732/full/0/default.jpg",Historia de la Urraca Ladrona,[s.a.],Sucesores de Hernando,Madrid
grabado_v_080_1,Varios_080,Varios_080_1.jpg,"https://iiif.unige.ch/iiif/2/varios/Varios_080_1.jpg/1030,122,564,1051/full/0/default.jpg",Delirio de Espronceda ó últimos momentos de este célebre poeta,[s.a.],Juan Grau,Reus
grabado_v_414_1,Varios_414,Varios_414_1.jpg,"https://iiif.unige.ch/iiif/2/varios/Varios_414_1.jpg/302,356,539,959/full/0/default.jpg",Coplas nuevas y divertidas,[s.a.],Juan Colomar,Palma
grabado_v_339_1,Varios_339,Varios_339_1.jpg,"https://iiif.unige.ch/iiif/2/varios/Varios_339_1.jpg/910,323,782,1203/full/0/default.jpg",El sepulcro,[s.a.],Luis Raynaud,Barcelona
grabado_m_075_2,Moreno_075,Moreno_075_5.jpg,"https://iiif.unige.ch/iiif/2/fedora_ug8105472/146,97,1300,111/full/0/default.jpg",Doña Juana de Acebedo,[s.a.],José María Moreno,Carmona (Sevilla)
grabado_m_016_1,Moreno_016,Moreno_016_1.jpg,"https://iiif.unige.ch/iiif/2/fedora_ug8110003/261,225,1242,832/full/0/default.jpg",Testamento de D. Juan de Austria,1855,José María Moreno,Carmona (Sevilla)
grabado_m_053_1,Moreno_053,Moreno_053_1.jpg,"https://iiif.unige.ch/iiif/2/fedora_ug8109900/400,280,471,657/full/0/default.jpg",Cartilla de casamientos,1859,José María Moreno,Carmona (Sevilla)
grabado_v_381_1,Varios_381,Varios_381_1.jpg,"https://iiif.unige.ch/iiif/2/varios/Varios_381_1.jpg/90,204,540,1168/full/0/default.jpg",Canciones de despedida que dirigen los quintos a sus queridas damas,[s.a.],Juan Bautista Vidal,Reus
grabado_m_088_2,Moreno_088,Moreno_088_1.jpg,"https://iiif.unige.ch/iiif/2/fedora_ug8109991/832,378,345,579/full/0/default.jpg",Juan Rana y Antón Rapao,1856,José María Moreno,Carmona (Sevilla)
grabado_m_374_2,Moreno_374,Moreno_374_1.jpg,"https://iiif.unige.ch/iiif/2/fedora_ug8108992/95,123,289,470/full/0/default.jpg",Décimas trovadas que cantan al valiente ejército español vencedor de la raza mahometana en África,[s.a.],José María Moreno,Carmona (Sevilla)
grabado_c_007_2,Carmona_007,Carmona_007_1.jpg,"https://iiif.unige.ch/iiif/2/varios/Carmona_007_1.jpg/909,293,460,781/full/0/default.jpg",Pasillo del Tio Camacho y el Tio Mateo,1863,José María Marés,Madrid
grabado_v_038_1,Varios_038,Varios_038_1.jpg,"https://iiif.unige.ch/iiif/2/varios/Varios_038_1.jpg/565,587,766,1009/full/0/default.jpg",El cantor de las hermosas,1881,Tipografía Española,Barcelona
grabado_m_331_2,Moreno_331,Moreno_331_1.jpg,"https://iiif.unige.ch/iiif/2/fedora_ug8105478/667,346,398,703/full/0/default.jpg",Relación en contra de las mugeres,1861,José María Moreno,Carmona (Sevilla)
grabado_m_317_1,Moreno_317,Moreno_317_1.jpg,"https://iiif.unige.ch/iiif/2/fedora_ug8106493/523,370,499,733/full/0/default.jpg",La dama Casimira,[s.a.],José María Moreno,Carmona (Sevilla)
grabado_v_263_3,Varios_263,Varios_263_3.jpg,"https://iiif.unige.ch/iiif/2/varios/Varios_263_3.jpg/0,302,1320,1089/full/0/default.jpg",Las tres canciones,[s.a.],Llorens,Barcelona
grabado_m_352_1,Moreno_352,Moreno_352_1.jpg,"https://iiif.unige.ch/iiif/2/fedora_ug8110083/284,265,532,801/full/0/default.jpg",Pasillo divertido entre Mazapán y Chicharrón,[s.a.],José María Moreno,Carmona (Sevilla)
grabado_m_093_1,Moreno_093,Moreno_093_1.jpg,"https://iiif.unige.ch/iiif/2/fedora_ug8107730/318,249,1125,714/full/0/default.jpg","Gritos fúnebres, lastimosos y contemplativos",1859,José María Moreno,Carmona (Sevilla)
grabado_b_039_3,BCN_039,BCN_039_1.jpg,"https://iiif.unige.ch/iiif/2/varios/BCN_039_1.jpg/1070,246,450,600/full/0/default.jpg","Nuevo romance, en que se declara una prision que ha hecho la santa inquisicion en esta corte de madrid",[s.a.],Herederos de la Viuda Pla,Barcelona
grabado_v_040_1,Varios_040,Varios_040_1.jpg,"https://iiif.unige.ch/iiif/2/varios/Varios_040_1.jpg/0,423,1761,1373/full/0/default.jpg",El cantor de las hermosas,[s.a.],Narciso Ramírez,Barcelona
grabado_v_005_1,Varios_005,Varios_005_1.jpg,"https://iiif.unige.ch/iiif/2/varios/Varios_005_1.jpg/157,247,641,906/full/0/default.jpg",Oración a S. Rafael Arcangel,[s.a.],Viuda de Juan Grau,Reus
grabado_m_349_2,Moreno_349,Moreno_349_1.jpg,"https://iiif.unige.ch/iiif/2/fedora_ug8104961/757,251,727,629/full/0/default.jpg",La zurra. 1560 zapatazos a Culo-pelado,[s.a.],José María Moreno,Carmona (Sevilla)
grabado_v_429_1,Varios_429,Varios_429_1.jpg,"https://iiif.unige.ch/iiif/2/varios/Varios_429_1.jpg/129,1003,1398,878/full/0/default.jpg",Historia de la Revolucion francesa,[s.a.],Imprenta Peninsular,Barcelona
grabado_v_341_1,Varios_341,Varios_341_1.jpg,"https://iiif.unige.ch/iiif/2/varios/Varios_341_1.jpg/179,129,601,1047/full/0/default.jpg",Las tres canciones,[s.a.],Llorens,Barcelona
grabado_v_304_1,Varios_304,Varios_304_1.jpg,"https://iiif.unige.ch/iiif/2/varios/Varios_304_1.jpg/0,627,1698,1290/full/0/default.jpg",El cantor de las hermosas,1879,Tipografía Española,Barcelona
grabado_m_091_3,Moreno_091,Moreno_091_1.jpg,"https://iiif.unige.ch/iiif/2/fedora_ug8106525/528,183,233,335/full/0/default.jpg","Coplas nuevas, para cantar los aficionados",[s.a.],José María Moreno,Carmona (Sevilla)
grabado_b_058_2,BCN_058,BCN_058_1.jpg,"https://iiif.unige.ch/iiif/2/varios/BCN_058_1.jpg/206,118,319,650/full/0/default.jpg",Col-loqui de quatre aprenents,[s.a.],Herederos de la Viuda Pla,Barcelona
grabado_v_186_2,Varios_186,Varios_186_3.jpg,"https://iiif.unige.ch/iiif/2/varios/Varios_186_3.jpg/611,132,618,924/full/0/default.jpg",El nuevo curro marinero con su curra marinera,[s.a.],Juan Bautista Vidal,Reus
grabado_v_436_6,Varios_436,Varios_436_9.jpg,"https://iiif.unige.ch/iiif/2/varios/Varios_436_9.jpg/224,833,1145,899/full/0/default.jpg",Historia de Robinson,[s.a.],Sucesores de Hernando,Madrid
grabado_m_173_1,Moreno_173,Moreno_173_1.jpg,"https://iiif.unige.ch/iiif/2/fedora_ug8106687/285,380,387,668/full/0/default.jpg",Los dos príncipes de Italia,1856,José María Moreno,Carmona (Sevilla)
grabado_m_136_1,Moreno_136,Moreno_136_1.jpg,"https://iiif.unige.ch/iiif/2/fedora_ug8103648/398,302,1072,770/full/0/default.jpg","Relación de la vida, pasión y muerte de Cristo nuestro señor",1856,José María Moreno,Carmona (Sevilla)
grabado_m_328_3,Moreno_328,Moreno_328_1.jpg,"https://iiif.unige.ch/iiif/2/fedora_ug8108418/1043,620,429,861/full/0/default.jpg",El matón de Andalucía,1860,José María Moreno,Carmona (Sevilla)
grabado_v_219_1,Varios_219,Varios_219_1.jpg,"https://iiif.unige.ch/iiif/2/varios/Varios_219_1.jpg/222,347,536,861/full/0/default.jpg","Coplas novas, humorísticas y epigramáticas",[s.a.],El Abanico,Barcelona
grabado_m_155_2,Moreno_155,Moreno_155_1.jpg,"https://iiif.unige.ch/iiif/2/fedora_ug8104476/866,396,345,772/full/0/default.jpg",Sátira graciosa en que se avisa a todos los hombres los motivo que hay para no casarse,[s.a.],José María Moreno,Carmona (Sevilla)
grabado_v_287_2,Varios_287,Varios_287_3.jpg,"https://iiif.unige.ch/iiif/2/varios/Varios_287_3.jpg/595,90,659,899/full/0/default.jpg",Oracion de la virgen del carmen,[s.a.],El Abanico,Barcelona
grabado_b_063_4,BCN_063,BCN_063_5.jpg,"https://iiif.unige.ch/iiif/2/varios/BCN_063_5.jpg/197,208,439,730/full/0/default.jpg","Nueva relacion y curioso romance, donde se refiere un prodigioso milagro que ha obrado la Virgen Santísima del Carmen",[s.a.],Herederos de la Viuda Pla,Barcelona
grabado_m_272_1,Moreno_272,Moreno_272_1.jpg,"https://iiif.unige.ch/iiif/2/fedora_ug8104088/469,323,430,708/full/0/default.jpg",El príncipe de los montes,1859,José María Moreno,Carmona (Sevilla)
grabado_m_237_1,Moreno_237,Moreno_237_1.jpg,"https://iiif.unige.ch/iiif/2/fedora_ug8106316/93,170,513,828/full/0/default.jpg",El rey Basilio de Dinamarca,[s.a.],José María Moreno,Carmona (Sevilla)
grabado_m_254_2,Moreno_254,Moreno_254_4.jpg,"https://iiif.unige.ch/iiif/2/fedora_ug8106836/697,241,347,679/full/0/default.jpg",Colección de canciones modernas,[s.a.],José María Moreno,Carmona (Sevilla)
grabado_v_118_1,Varios_118,Varios_118_1.jpg,"https://iiif.unige.ch/iiif/2/varios/Varios_118_1.jpg/802,367,487,896/full/0/default.jpg",Coplas nuevas glosadas en decimas,1844,José María Marés,Madrid
grabado_v_385_1,Varios_385,Varios_385_1.jpg,"https://iiif.unige.ch/iiif/2/varios/Varios_385_1.jpg/21,139,1764,1424/full/0/default.jpg",Relacion veridica de la gran catástrofe por la inundacion de la ciudad de Barcelona,1862,Narciso Ramírez,Barcelona
grabado_b_045_3,BCN_045,BCN_045_1.jpg,"https://iiif.unige.ch/iiif/2/varios/BCN_045_1.jpg/956,195,1351,650/full/0/default.jpg",Glosas nuevas para cantar las damas á los galanes,[s.a.],Herederos de la Viuda Pla,Barcelona
grabado_m_370_2,Moreno_370,Moreno_370_1.jpg,"https://iiif.unige.ch/iiif/2/fedora_ug8103323/789,360,361,551/full/0/default.jpg",Nueva relación que hace Doña Margarita Cachuela,[s.a.],José María Moreno,Carmona (Sevilla)
grabado_v_079_1,Varios_079,Varios_079_1.jpg,"https://iiif.unige.ch/iiif/2/varios/Varios_079_1.jpg/359,299,479,960/full/0/default.jpg",Satira graciosa de los quince novios,1853,Juan Bautista Vidal,Reus
grabado_m_313_1,Moreno_313,Moreno_313_1.jpg,"https://iiif.unige.ch/iiif/2/fedora_ug8107115/435,180,467,734/full/0/default.jpg",Décimas nuevas para cantar los aficionados a la guitarra,1864,José María Moreno,Carmona (Sevilla)
grabado_m_356_1,Moreno_356,Moreno_356_1.jpg,"https://iiif.unige.ch/iiif/2/fedora_ug8103527/1101,277,408,863/full/0/default.jpg",Relación burlesca. La calle de la feria,[s.a.],José María Moreno,Carmona (Sevilla)
grabado_v_222_3,Varios_222,Varios_222_1.jpg,"https://iiif.unige.ch/iiif/2/varios/Varios_222_1.jpg/134,342,418,892/full/0/default.jpg",Gracioso y divertido chasco,[s.a.],Sucesores de Hernando,Madrid
grabado_v_436_2,Varios_436,Varios_436_3.jpg,"https://iiif.unige.ch/iiif/2/varios/Varios_436_3.jpg/201,161,1151,596/full/0/default.jpg",Historia de Robinson,[s.a.],Sucesores de Hernando,Madrid
grabado_v_455_1,Varios_455,Varios_455_1.jpg,"https://iiif.unige.ch/iiif/2/varios/Varios_455_1.jpg/368,266,1436,1074/full/0/default.jpg",Historia del infante don Pedro de Portugal,[s.a.],Sucesores de Hernando,Madrid
