Column number;id_doc;original_name;normalized_name;latitude;longitude;id_wkd;type_place;longTitle;shortTitle;pubPlace;printer;date;type_text;genre;url
2779;Ner_Varios_425;París;París;48,85666667;2,352222222;Q90;Pueblos/ciudades/regiones;Historia del muy noble y Esforzado caballero conde Partinoples el cual de un modo raro llego_ á ser emperador de Conntantisopla.e;Historia del muy noble y Esforzado caballero conde Partinoples;Madrid;Sucesores de Hernando;[s.a.];Historias;Profano;https://desenrollandoelcordel.unige.ch/Pliegos/Varios_425.xml
2780;Ner_Varios_425;Roma;Roma;41,89305556;12,48277778;Q220;Pueblos/ciudades/regiones;Historia del muy noble y Esforzado caballero conde Partinoples el cual de un modo raro llego_ á ser emperador de Conntantisopla.e;Historia del muy noble y Esforzado caballero conde Partinoples;Madrid;Sucesores de Hernando;[s.a.];Historias;Profano;https://desenrollandoelcordel.unige.ch/Pliegos/Varios_425.xml
2781;Ner_Varios_425;París;París;48,85666667;2,352222222;Q90;Pueblos/ciudades/regiones;Historia del muy noble y Esforzado caballero conde Partinoples el cual de un modo raro llego_ á ser emperador de Conntantisopla.e;Historia del muy noble y Esforzado caballero conde Partinoples;Madrid;Sucesores de Hernando;[s.a.];Historias;Profano;https://desenrollandoelcordel.unige.ch/Pliegos/Varios_425.xml
2782;Ner_Varios_425;Paris;París;48,85666667;2,352222222;Q90;Pueblos/ciudades/regiones;Historia del muy noble y Esforzado caballero conde Partinoples el cual de un modo raro llego_ á ser emperador de Conntantisopla.e;Historia del muy noble y Esforzado caballero conde Partinoples;Madrid;Sucesores de Hernando;[s.a.];Historias;Profano;https://desenrollandoelcordel.unige.ch/Pliegos/Varios_425.xml
2783;Ner_Varios_425;Constantinopla;Constantinopla;41,0125;28,98;Q16869;Pueblos/ciudades/regiones;Historia del muy noble y Esforzado caballero conde Partinoples el cual de un modo raro llego_ á ser emperador de Conntantisopla.e;Historia del muy noble y Esforzado caballero conde Partinoples;Madrid;Sucesores de Hernando;[s.a.];Historias;Profano;https://desenrollandoelcordel.unige.ch/Pliegos/Varios_425.xml
2784;Ner_Varios_425;Ardeña;Ardenas;50,25;5,666666667;Q151985;Sitios naturales;Historia del muy noble y Esforzado caballero conde Partinoples el cual de un modo raro llego_ á ser emperador de Conntantisopla.e;Historia del muy noble y Esforzado caballero conde Partinoples;Madrid;Sucesores de Hernando;[s.a.];Historias;Profano;https://desenrollandoelcordel.unige.ch/Pliegos/Varios_425.xml
2786;Ner_Varios_425;París;París;48,85666667;2,352222222;Q90;Pueblos/ciudades/regiones;Historia del muy noble y Esforzado caballero conde Partinoples el cual de un modo raro llego_ á ser emperador de Conntantisopla.e;Historia del muy noble y Esforzado caballero conde Partinoples;Madrid;Sucesores de Hernando;[s.a.];Historias;Profano;https://desenrollandoelcordel.unige.ch/Pliegos/Varios_425.xml
2788;Ner_Varios_425;Ardeña;Ardenas;50,25;5,666666667;Q151985;Sitios naturales;Historia del muy noble y Esforzado caballero conde Partinoples el cual de un modo raro llego_ á ser emperador de Conntantisopla.e;Historia del muy noble y Esforzado caballero conde Partinoples;Madrid;Sucesores de Hernando;[s.a.];Historias;Profano;https://desenrollandoelcordel.unige.ch/Pliegos/Varios_425.xml
2789;Ner_Varios_425;Ardeña;Ardenas;50,25;5,666666667;Q151985;Sitios naturales;Historia del muy noble y Esforzado caballero conde Partinoples el cual de un modo raro llego_ á ser emperador de Conntantisopla.e;Historia del muy noble y Esforzado caballero conde Partinoples;Madrid;Sucesores de Hernando;[s.a.];Historias;Profano;https://desenrollandoelcordel.unige.ch/Pliegos/Varios_425.xml
2790;Ner_Varios_425;Francia;Francia;47;2;Q142;Países/reinos/imperios/continentes;Historia del muy noble y Esforzado caballero conde Partinoples el cual de un modo raro llego_ á ser emperador de Conntantisopla.e;Historia del muy noble y Esforzado caballero conde Partinoples;Madrid;Sucesores de Hernando;[s.a.];Historias;Profano;https://desenrollandoelcordel.unige.ch/Pliegos/Varios_425.xml
2791;Ner_Varios_425;Francia;Francia;47;2;Q142;Países/reinos/imperios/continentes;Historia del muy noble y Esforzado caballero conde Partinoples el cual de un modo raro llego_ á ser emperador de Conntantisopla.e;Historia del muy noble y Esforzado caballero conde Partinoples;Madrid;Sucesores de Hernando;[s.a.];Historias;Profano;https://desenrollandoelcordel.unige.ch/Pliegos/Varios_425.xml
2794;Ner_Varios_425;Persia;Irán;32;53;Q794;Países/reinos/imperios/continentes;Historia del muy noble y Esforzado caballero conde Partinoples el cual de un modo raro llego_ á ser emperador de Conntantisopla.e;Historia del muy noble y Esforzado caballero conde Partinoples;Madrid;Sucesores de Hernando;[s.a.];Historias;Profano;https://desenrollandoelcordel.unige.ch/Pliegos/Varios_425.xml
2795;Ner_Varios_425;Persia;Irán;32;53;Q794;Países/reinos/imperios/continentes;Historia del muy noble y Esforzado caballero conde Partinoples el cual de un modo raro llego_ á ser emperador de Conntantisopla.e;Historia del muy noble y Esforzado caballero conde Partinoples;Madrid;Sucesores de Hernando;[s.a.];Historias;Profano;https://desenrollandoelcordel.unige.ch/Pliegos/Varios_425.xml
2796;Ner_Varios_425;Persia;Irán;32;53;Q794;Países/reinos/imperios/continentes;Historia del muy noble y Esforzado caballero conde Partinoples el cual de un modo raro llego_ á ser emperador de Conntantisopla.e;Historia del muy noble y Esforzado caballero conde Partinoples;Madrid;Sucesores de Hernando;[s.a.];Historias;Profano;https://desenrollandoelcordel.unige.ch/Pliegos/Varios_425.xml
2797;Ner_Varios_425;Francia;Francia;47;2;Q142;Países/reinos/imperios/continentes;Historia del muy noble y Esforzado caballero conde Partinoples el cual de un modo raro llego_ á ser emperador de Conntantisopla.e;Historia del muy noble y Esforzado caballero conde Partinoples;Madrid;Sucesores de Hernando;[s.a.];Historias;Profano;https://desenrollandoelcordel.unige.ch/Pliegos/Varios_425.xml
2799;Ner_Varios_425;Francia;Francia;47;2;Q142;Países/reinos/imperios/continentes;Historia del muy noble y Esforzado caballero conde Partinoples el cual de un modo raro llego_ á ser emperador de Conntantisopla.e;Historia del muy noble y Esforzado caballero conde Partinoples;Madrid;Sucesores de Hernando;[s.a.];Historias;Profano;https://desenrollandoelcordel.unige.ch/Pliegos/Varios_425.xml
2800;Ner_Varios_425;Persia;Irán;32;53;Q794;Países/reinos/imperios/continentes;Historia del muy noble y Esforzado caballero conde Partinoples el cual de un modo raro llego_ á ser emperador de Conntantisopla.e;Historia del muy noble y Esforzado caballero conde Partinoples;Madrid;Sucesores de Hernando;[s.a.];Historias;Profano;https://desenrollandoelcordel.unige.ch/Pliegos/Varios_425.xml
2801;Ner_Varios_425;Francia;Francia;47;2;Q142;Países/reinos/imperios/continentes;Historia del muy noble y Esforzado caballero conde Partinoples el cual de un modo raro llego_ á ser emperador de Conntantisopla.e;Historia del muy noble y Esforzado caballero conde Partinoples;Madrid;Sucesores de Hernando;[s.a.];Historias;Profano;https://desenrollandoelcordel.unige.ch/Pliegos/Varios_425.xml
2736;Ner_Varios_425;Cabezadoire;Inclasificable;;;Inclasificables;Inclasificables;Historia del muy noble y Esforzado caballero conde Partinoples el cual de un modo raro llego_ á ser emperador de Conntantisopla.e;Historia del muy noble y Esforzado caballero conde Partinoples;Madrid;Sucesores de Hernando;[s.a.];Historias;Profano;https://desenrollandoelcordel.unige.ch/Pliegos/Varios_425.xml
2739;Ner_Varios_425;Azores;Azores;38,66;-28,07;Q25263;Pueblos/ciudades/regiones;Historia del muy noble y Esforzado caballero conde Partinoples el cual de un modo raro llego_ á ser emperador de Conntantisopla.e;Historia del muy noble y Esforzado caballero conde Partinoples;Madrid;Sucesores de Hernando;[s.a.];Historias;Profano;https://desenrollandoelcordel.unige.ch/Pliegos/Varios_425.xml
2734;Ner_Varios_425;castillo de Bles;Castillo de Blois;47,585501;1,33095;Q4055;Monumentos/edificios;Historia del muy noble y Esforzado caballero conde Partinoples el cual de un modo raro llego_ á ser emperador de Conntantisopla.e;Historia del muy noble y Esforzado caballero conde Partinoples;Madrid;Sucesores de Hernando;[s.a.];Historias;Profano;https://desenrollandoelcordel.unige.ch/Pliegos/Varios_425.xml
2753;Ner_Varios_425;castillo de Bles;Castillo de Blois;47,585501;1,33095;Q4055;Monumentos/edificios;Historia del muy noble y Esforzado caballero conde Partinoples el cual de un modo raro llego_ á ser emperador de Conntantisopla.e;Historia del muy noble y Esforzado caballero conde Partinoples;Madrid;Sucesores de Hernando;[s.a.];Historias;Profano;https://desenrollandoelcordel.unige.ch/Pliegos/Varios_425.xml
2759;Ner_Varios_425;castillo de Bles;Castillo de Blois;47,585501;1,33095;Q4055;Monumentos/edificios;Historia del muy noble y Esforzado caballero conde Partinoples el cual de un modo raro llego_ á ser emperador de Conntantisopla.e;Historia del muy noble y Esforzado caballero conde Partinoples;Madrid;Sucesores de Hernando;[s.a.];Historias;Profano;https://desenrollandoelcordel.unige.ch/Pliegos/Varios_425.xml
2727;Ner_Varios_425;Cabezadoire;Inclasificable;;;Inclasificables;Inclasificables;Historia del muy noble y Esforzado caballero conde Partinoples el cual de un modo raro llego_ á ser emperador de Conntantisopla.e;Historia del muy noble y Esforzado caballero conde Partinoples;Madrid;Sucesores de Hernando;[s.a.];Historias;Profano;https://desenrollandoelcordel.unige.ch/Pliegos/Varios_425.xml
2738;Ner_Varios_425;Cabezadoire;Inclasificable;;;Inclasificables;Inclasificables;Historia del muy noble y Esforzado caballero conde Partinoples el cual de un modo raro llego_ á ser emperador de Conntantisopla.e;Historia del muy noble y Esforzado caballero conde Partinoples;Madrid;Sucesores de Hernando;[s.a.];Historias;Profano;https://desenrollandoelcordel.unige.ch/Pliegos/Varios_425.xml
2792;Ner_Varios_425;Cabezadoire;Inclasificable;;;Inclasificables;Inclasificables;Historia del muy noble y Esforzado caballero conde Partinoples el cual de un modo raro llego_ á ser emperador de Conntantisopla.e;Historia del muy noble y Esforzado caballero conde Partinoples;Madrid;Sucesores de Hernando;[s.a.];Historias;Profano;https://desenrollandoelcordel.unige.ch/Pliegos/Varios_425.xml
2744;Ner_Varios_425;Bles;Pueblos/ciudades/regiones ;;;Inclasificables;Pueblos/ciudades/regiones;Historia del muy noble y Esforzado caballero conde Partinoples el cual de un modo raro llego_ á ser emperador de Conntantisopla.e;Historia del muy noble y Esforzado caballero conde Partinoples;Madrid;Sucesores de Hernando;[s.a.];Historias;Profano;https://desenrollandoelcordel.unige.ch/Pliegos/Varios_425.xml
2748;Ner_Varios_425;Bles;Blois;47,59305556;1,327222222;Q160927;Pueblos/ciudades/regiones;Historia del muy noble y Esforzado caballero conde Partinoples el cual de un modo raro llego_ á ser emperador de Conntantisopla.e;Historia del muy noble y Esforzado caballero conde Partinoples;Madrid;Sucesores de Hernando;[s.a.];Historias;Profano;https://desenrollandoelcordel.unige.ch/Pliegos/Varios_425.xml
2750;Ner_Varios_425;Bles;Blois;47,59305556;1,327222222;Q160927;Pueblos/ciudades/regiones;Historia del muy noble y Esforzado caballero conde Partinoples el cual de un modo raro llego_ á ser emperador de Conntantisopla.e;Historia del muy noble y Esforzado caballero conde Partinoples;Madrid;Sucesores de Hernando;[s.a.];Historias;Profano;https://desenrollandoelcordel.unige.ch/Pliegos/Varios_425.xml
2754;Ner_Varios_425;Bles;Blois;47,59305556;1,327222222;Q160927;Pueblos/ciudades/regiones;Historia del muy noble y Esforzado caballero conde Partinoples el cual de un modo raro llego_ á ser emperador de Conntantisopla.e;Historia del muy noble y Esforzado caballero conde Partinoples;Madrid;Sucesores de Hernando;[s.a.];Historias;Profano;https://desenrollandoelcordel.unige.ch/Pliegos/Varios_425.xml
2771;Ner_Varios_425;Bles;Blois;47,59305556;1,327222222;Q160927;Pueblos/ciudades/regiones;Historia del muy noble y Esforzado caballero conde Partinoples el cual de un modo raro llego_ á ser emperador de Conntantisopla.e;Historia del muy noble y Esforzado caballero conde Partinoples;Madrid;Sucesores de Hernando;[s.a.];Historias;Profano;https://desenrollandoelcordel.unige.ch/Pliegos/Varios_425.xml
2785;Ner_Varios_425;Bles;Blois;47,59305556;1,327222222;Q160927;Pueblos/ciudades/regiones;Historia del muy noble y Esforzado caballero conde Partinoples el cual de un modo raro llego_ á ser emperador de Conntantisopla.e;Historia del muy noble y Esforzado caballero conde Partinoples;Madrid;Sucesores de Hernando;[s.a.];Historias;Profano;https://desenrollandoelcordel.unige.ch/Pliegos/Varios_425.xml
2787;Ner_Varios_425;Bles;Blois;47,59305556;1,327222222;Q160927;Pueblos/ciudades/regiones;Historia del muy noble y Esforzado caballero conde Partinoples el cual de un modo raro llego_ á ser emperador de Conntantisopla.e;Historia del muy noble y Esforzado caballero conde Partinoples;Madrid;Sucesores de Hernando;[s.a.];Historias;Profano;https://desenrollandoelcordel.unige.ch/Pliegos/Varios_425.xml
2798;Ner_Varios_425;Bles;Blois;47,59305556;1,327222222;Q160927;Pueblos/ciudades/regiones;Historia del muy noble y Esforzado caballero conde Partinoples el cual de un modo raro llego_ á ser emperador de Conntantisopla.e;Historia del muy noble y Esforzado caballero conde Partinoples;Madrid;Sucesores de Hernando;[s.a.];Historias;Profano;https://desenrollandoelcordel.unige.ch/Pliegos/Varios_425.xml
2804;Ner_Varios_426;NORMANDIA;Normandía;49,12233911;-0,436644306;Q15878;Pueblos/ciudades/regiones;Historia maravillosa de Roberpo el diablo, Hijo del duque de Normandia, El cual despues fue llamado Hombre de Dios;Historia maravillosa de Roberpo el diablo;Madrid;José María Marés;[s.a.];Historias;Profano;https://desenrollandoelcordel.unige.ch/Pliegos/Varios_426.xml
2806;Ner_Varios_426;Normandía;Normandía;49,12233911;-0,436644306;Q15878;Pueblos/ciudades/regiones;Historia maravillosa de Roberpo el diablo, Hijo del duque de Normandia, El cual despues fue llamado Hombre de Dios;Historia maravillosa de Roberpo el diablo;Madrid;José María Marés;[s.a.];Historias;Profano;https://desenrollandoelcordel.unige.ch/Pliegos/Varios_426.xml
2808;Ner_Varios_426;Francia;Francia;47;2;Q142;Países/reinos/imperios/continentes;Historia maravillosa de Roberpo el diablo, Hijo del duque de Normandia, El cual despues fue llamado Hombre de Dios;Historia maravillosa de Roberpo el diablo;Madrid;José María Marés;[s.a.];Historias;Profano;https://desenrollandoelcordel.unige.ch/Pliegos/Varios_426.xml
2809;Ner_Varios_426;Normandía;Normandía;49,12233911;-0,436644306;Q15878;Pueblos/ciudades/regiones;Historia maravillosa de Roberpo el diablo, Hijo del duque de Normandia, El cual despues fue llamado Hombre de Dios;Historia maravillosa de Roberpo el diablo;Madrid;José María Marés;[s.a.];Historias;Profano;https://desenrollandoelcordel.unige.ch/Pliegos/Varios_426.xml
2811;Ner_Varios_426;Normandía;Normandía;49,12233911;-0,436644306;Q15878;Pueblos/ciudades/regiones;Historia maravillosa de Roberpo el diablo, Hijo del duque de Normandia, El cual despues fue llamado Hombre de Dios;Historia maravillosa de Roberpo el diablo;Madrid;José María Marés;[s.a.];Historias;Profano;https://desenrollandoelcordel.unige.ch/Pliegos/Varios_426.xml
2812;Ner_Varios_426;Borgoña;Borgoña;47;4,5;Q1173;Pueblos/ciudades/regiones;Historia maravillosa de Roberpo el diablo, Hijo del duque de Normandia, El cual despues fue llamado Hombre de Dios;Historia maravillosa de Roberpo el diablo;Madrid;José María Marés;[s.a.];Historias;Profano;https://desenrollandoelcordel.unige.ch/Pliegos/Varios_426.xml
2813;Ner_Varios_426;Normandía;Normandía;49,12233911;-0,436644306;Q15878;Pueblos/ciudades/regiones;Historia maravillosa de Roberpo el diablo, Hijo del duque de Normandia, El cual despues fue llamado Hombre de Dios;Historia maravillosa de Roberpo el diablo;Madrid;José María Marés;[s.a.];Historias;Profano;https://desenrollandoelcordel.unige.ch/Pliegos/Varios_426.xml
2816;Ner_Varios_426;Normadía;Normandía;49,18638889;-0,352777778;Q18677875;Pueblos/ciudades/regiones;Historia maravillosa de Roberpo el diablo, Hijo del duque de Normandia, El cual despues fue llamado Hombre de Dios;Historia maravillosa de Roberpo el diablo;Madrid;José María Marés;[s.a.];Historias;Profano;https://desenrollandoelcordel.unige.ch/Pliegos/Varios_426.xml
2817;Ner_Varios_426;Francia;Francia;47;2;Q142;Países/reinos/imperios/continentes;Historia maravillosa de Roberpo el diablo, Hijo del duque de Normandia, El cual despues fue llamado Hombre de Dios;Historia maravillosa de Roberpo el diablo;Madrid;José María Marés;[s.a.];Historias;Profano;https://desenrollandoelcordel.unige.ch/Pliegos/Varios_426.xml
2818;Ner_Varios_426;Israel;Israel;31;35;Q801;Países/reinos/imperios/continentes;Historia maravillosa de Roberpo el diablo, Hijo del duque de Normandia, El cual despues fue llamado Hombre de Dios;Historia maravillosa de Roberpo el diablo;Madrid;José María Marés;[s.a.];Historias;Profano;https://desenrollandoelcordel.unige.ch/Pliegos/Varios_426.xml
2819;Ner_Varios_426;Roma;Roma;41,89305556;12,48277778;Q220;Pueblos/ciudades/regiones;Historia maravillosa de Roberpo el diablo, Hijo del duque de Normandia, El cual despues fue llamado Hombre de Dios;Historia maravillosa de Roberpo el diablo;Madrid;José María Marés;[s.a.];Historias;Profano;https://desenrollandoelcordel.unige.ch/Pliegos/Varios_426.xml
2820;Ner_Varios_426;Roma;Roma;41,89305556;12,48277778;Q220;Pueblos/ciudades/regiones;Historia maravillosa de Roberpo el diablo, Hijo del duque de Normandia, El cual despues fue llamado Hombre de Dios;Historia maravillosa de Roberpo el diablo;Madrid;José María Marés;[s.a.];Historias;Profano;https://desenrollandoelcordel.unige.ch/Pliegos/Varios_426.xml
2821;Ner_Varios_426;Roma;Roma;41,89305556;12,48277778;Q220;Pueblos/ciudades/regiones;Historia maravillosa de Roberpo el diablo, Hijo del duque de Normandia, El cual despues fue llamado Hombre de Dios;Historia maravillosa de Roberpo el diablo;Madrid;José María Marés;[s.a.];Historias;Profano;https://desenrollandoelcordel.unige.ch/Pliegos/Varios_426.xml
2822;Ner_Varios_426;Roma;Roma;41,89305556;12,48277778;Q220;Pueblos/ciudades/regiones;Historia maravillosa de Roberpo el diablo, Hijo del duque de Normandia, El cual despues fue llamado Hombre de Dios;Historia maravillosa de Roberpo el diablo;Madrid;José María Marés;[s.a.];Historias;Profano;https://desenrollandoelcordel.unige.ch/Pliegos/Varios_426.xml
2823;Ner_Varios_426;Roma;Roma;41,89305556;12,48277778;Q220;Pueblos/ciudades/regiones;Historia maravillosa de Roberpo el diablo, Hijo del duque de Normandia, El cual despues fue llamado Hombre de Dios;Historia maravillosa de Roberpo el diablo;Madrid;José María Marés;[s.a.];Historias;Profano;https://desenrollandoelcordel.unige.ch/Pliegos/Varios_426.xml
2824;Ner_Varios_426;Roma;Roma;41,89305556;12,48277778;Q220;Pueblos/ciudades/regiones;Historia maravillosa de Roberpo el diablo, Hijo del duque de Normandia, El cual despues fue llamado Hombre de Dios;Historia maravillosa de Roberpo el diablo;Madrid;José María Marés;[s.a.];Historias;Profano;https://desenrollandoelcordel.unige.ch/Pliegos/Varios_426.xml
2826;Ner_Varios_426;Roma;Roma;41,89305556;12,48277778;Q220;Pueblos/ciudades/regiones;Historia maravillosa de Roberpo el diablo, Hijo del duque de Normandia, El cual despues fue llamado Hombre de Dios;Historia maravillosa de Roberpo el diablo;Madrid;José María Marés;[s.a.];Historias;Profano;https://desenrollandoelcordel.unige.ch/Pliegos/Varios_426.xml
2827;Ner_Varios_426;Roma;Roma;41,89305556;12,48277778;Q220;Pueblos/ciudades/regiones;Historia maravillosa de Roberpo el diablo, Hijo del duque de Normandia, El cual despues fue llamado Hombre de Dios;Historia maravillosa de Roberpo el diablo;Madrid;José María Marés;[s.a.];Historias;Profano;https://desenrollandoelcordel.unige.ch/Pliegos/Varios_426.xml
2828;Ner_Varios_426;Roma;Roma;41,89305556;12,48277778;Q220;Pueblos/ciudades/regiones;Historia maravillosa de Roberpo el diablo, Hijo del duque de Normandia, El cual despues fue llamado Hombre de Dios;Historia maravillosa de Roberpo el diablo;Madrid;José María Marés;[s.a.];Historias;Profano;https://desenrollandoelcordel.unige.ch/Pliegos/Varios_426.xml
2829;Ner_Varios_426;Roma;Roma;41,89305556;12,48277778;Q220;Pueblos/ciudades/regiones;Historia maravillosa de Roberpo el diablo, Hijo del duque de Normandia, El cual despues fue llamado Hombre de Dios;Historia maravillosa de Roberpo el diablo;Madrid;José María Marés;[s.a.];Historias;Profano;https://desenrollandoelcordel.unige.ch/Pliegos/Varios_426.xml
2830;Ner_Varios_426;Roma;Roma;41,89305556;12,48277778;Q220;Pueblos/ciudades/regiones;Historia maravillosa de Roberpo el diablo, Hijo del duque de Normandia, El cual despues fue llamado Hombre de Dios;Historia maravillosa de Roberpo el diablo;Madrid;José María Marés;[s.a.];Historias;Profano;https://desenrollandoelcordel.unige.ch/Pliegos/Varios_426.xml
2831;Ner_Varios_426;Roma;Roma;41,89305556;12,48277778;Q220;Pueblos/ciudades/regiones;Historia maravillosa de Roberpo el diablo, Hijo del duque de Normandia, El cual despues fue llamado Hombre de Dios;Historia maravillosa de Roberpo el diablo;Madrid;José María Marés;[s.a.];Historias;Profano;https://desenrollandoelcordel.unige.ch/Pliegos/Varios_426.xml
2832;Ner_Varios_426;Roma;Roma;41,89305556;12,48277778;Q220;Pueblos/ciudades/regiones;Historia maravillosa de Roberpo el diablo, Hijo del duque de Normandia, El cual despues fue llamado Hombre de Dios;Historia maravillosa de Roberpo el diablo;Madrid;José María Marés;[s.a.];Historias;Profano;https://desenrollandoelcordel.unige.ch/Pliegos/Varios_426.xml
2833;Ner_Varios_426;Roma;Roma;41,89305556;12,48277778;Q220;Pueblos/ciudades/regiones;Historia maravillosa de Roberpo el diablo, Hijo del duque de Normandia, El cual despues fue llamado Hombre de Dios;Historia maravillosa de Roberpo el diablo;Madrid;José María Marés;[s.a.];Historias;Profano;https://desenrollandoelcordel.unige.ch/Pliegos/Varios_426.xml
2834;Ner_Varios_426;Roma;Roma;41,89305556;12,48277778;Q220;Pueblos/ciudades/regiones;Historia maravillosa de Roberpo el diablo, Hijo del duque de Normandia, El cual despues fue llamado Hombre de Dios;Historia maravillosa de Roberpo el diablo;Madrid;José María Marés;[s.a.];Historias;Profano;https://desenrollandoelcordel.unige.ch/Pliegos/Varios_426.xml
2835;Ner_Varios_426;Roma;Roma;41,89305556;12,48277778;Q220;Pueblos/ciudades/regiones;Historia maravillosa de Roberpo el diablo, Hijo del duque de Normandia, El cual despues fue llamado Hombre de Dios;Historia maravillosa de Roberpo el diablo;Madrid;José María Marés;[s.a.];Historias;Profano;https://desenrollandoelcordel.unige.ch/Pliegos/Varios_426.xml
2836;Ner_Varios_426;Roma;Roma;41,89305556;12,48277778;Q220;Pueblos/ciudades/regiones;Historia maravillosa de Roberpo el diablo, Hijo del duque de Normandia, El cual despues fue llamado Hombre de Dios;Historia maravillosa de Roberpo el diablo;Madrid;José María Marés;[s.a.];Historias;Profano;https://desenrollandoelcordel.unige.ch/Pliegos/Varios_426.xml
2837;Ner_Varios_426;Roma;Roma;41,89305556;12,48277778;Q220;Pueblos/ciudades/regiones;Historia maravillosa de Roberpo el diablo, Hijo del duque de Normandia, El cual despues fue llamado Hombre de Dios;Historia maravillosa de Roberpo el diablo;Madrid;José María Marés;[s.a.];Historias;Profano;https://desenrollandoelcordel.unige.ch/Pliegos/Varios_426.xml
2838;Ner_Varios_426;Roma;Roma;41,89305556;12,48277778;Q220;Pueblos/ciudades/regiones;Historia maravillosa de Roberpo el diablo, Hijo del duque de Normandia, El cual despues fue llamado Hombre de Dios;Historia maravillosa de Roberpo el diablo;Madrid;José María Marés;[s.a.];Historias;Profano;https://desenrollandoelcordel.unige.ch/Pliegos/Varios_426.xml
2840;Ner_Varios_426;Roma;Roma;41,89305556;12,48277778;Q220;Pueblos/ciudades/regiones;Historia maravillosa de Roberpo el diablo, Hijo del duque de Normandia, El cual despues fue llamado Hombre de Dios;Historia maravillosa de Roberpo el diablo;Madrid;José María Marés;[s.a.];Historias;Profano;https://desenrollandoelcordel.unige.ch/Pliegos/Varios_426.xml
2841;Ner_Varios_426;Roma;Roma;41,89305556;12,48277778;Q220;Pueblos/ciudades/regiones;Historia maravillosa de Roberpo el diablo, Hijo del duque de Normandia, El cual despues fue llamado Hombre de Dios;Historia maravillosa de Roberpo el diablo;Madrid;José María Marés;[s.a.];Historias;Profano;https://desenrollandoelcordel.unige.ch/Pliegos/Varios_426.xml
2842;Ner_Varios_426;Roma;Roma;41,89305556;12,48277778;Q220;Pueblos/ciudades/regiones;Historia maravillosa de Roberpo el diablo, Hijo del duque de Normandia, El cual despues fue llamado Hombre de Dios;Historia maravillosa de Roberpo el diablo;Madrid;José María Marés;[s.a.];Historias;Profano;https://desenrollandoelcordel.unige.ch/Pliegos/Varios_426.xml
2843;Ner_Varios_426;Roma;Roma;41,89305556;12,48277778;Q220;Pueblos/ciudades/regiones;Historia maravillosa de Roberpo el diablo, Hijo del duque de Normandia, El cual despues fue llamado Hombre de Dios;Historia maravillosa de Roberpo el diablo;Madrid;José María Marés;[s.a.];Historias;Profano;https://desenrollandoelcordel.unige.ch/Pliegos/Varios_426.xml
2844;Ner_Varios_426;Normandía;Normandía;49,12233911;-0,436644306;Q15878;Pueblos/ciudades/regiones;Historia maravillosa de Roberpo el diablo, Hijo del duque de Normandia, El cual despues fue llamado Hombre de Dios;Historia maravillosa de Roberpo el diablo;Madrid;José María Marés;[s.a.];Historias;Profano;https://desenrollandoelcordel.unige.ch/Pliegos/Varios_426.xml
2845;Ner_Varios_426;Roma;Roma;41,89305556;12,48277778;Q220;Pueblos/ciudades/regiones;Historia maravillosa de Roberpo el diablo, Hijo del duque de Normandia, El cual despues fue llamado Hombre de Dios;Historia maravillosa de Roberpo el diablo;Madrid;José María Marés;[s.a.];Historias;Profano;https://desenrollandoelcordel.unige.ch/Pliegos/Varios_426.xml
2846;Ner_Varios_426;Normandía;Normandía;49,12233911;-0,436644306;Q15878;Pueblos/ciudades/regiones;Historia maravillosa de Roberpo el diablo, Hijo del duque de Normandia, El cual despues fue llamado Hombre de Dios;Historia maravillosa de Roberpo el diablo;Madrid;José María Marés;[s.a.];Historias;Profano;https://desenrollandoelcordel.unige.ch/Pliegos/Varios_426.xml
2847;Ner_Varios_426;Roma;Roma;41,89305556;12,48277778;Q220;Pueblos/ciudades/regiones;Historia maravillosa de Roberpo el diablo, Hijo del duque de Normandia, El cual despues fue llamado Hombre de Dios;Historia maravillosa de Roberpo el diablo;Madrid;José María Marés;[s.a.];Historias;Profano;https://desenrollandoelcordel.unige.ch/Pliegos/Varios_426.xml
2848;Ner_Varios_426;Normandía;Normandía;49,12233911;-0,436644306;Q15878;Pueblos/ciudades/regiones;Historia maravillosa de Roberpo el diablo, Hijo del duque de Normandia, El cual despues fue llamado Hombre de Dios;Historia maravillosa de Roberpo el diablo;Madrid;José María Marés;[s.a.];Historias;Profano;https://desenrollandoelcordel.unige.ch/Pliegos/Varios_426.xml
2849;Ner_Varios_426;Roma;Roma;41,89305556;12,48277778;Q220;Pueblos/ciudades/regiones;Historia maravillosa de Roberpo el diablo, Hijo del duque de Normandia, El cual despues fue llamado Hombre de Dios;Historia maravillosa de Roberpo el diablo;Madrid;José María Marés;[s.a.];Historias;Profano;https://desenrollandoelcordel.unige.ch/Pliegos/Varios_426.xml
2852;Ner_Varios_426;Roma;Roma;41,89305556;12,48277778;Q220;Pueblos/ciudades/regiones;Historia maravillosa de Roberpo el diablo, Hijo del duque de Normandia, El cual despues fue llamado Hombre de Dios;Historia maravillosa de Roberpo el diablo;Madrid;José María Marés;[s.a.];Historias;Profano;https://desenrollandoelcordel.unige.ch/Pliegos/Varios_426.xml
